stockcode,description,category,revenue,qty_sold,orders,avg_price,cancel_rate,revenue_share
90214L,"Letter ""L"" Bling Key Ring",Letter,166.06,176,68,1.02,2.86,0.0008
90003B,Rose Colour Pair Heart Hair Slides,Rose,165.81,44,25,3.78,7.14,0.0008
21394,Red Spotty Beaker,Red,165.75,85,16,1.95,2.6,0.0008
10123G,Army Camo Wrapping Tape,Army,165.55999999999997,2251,16,0.82,5.56,0.0008
90093,Clear Crystal Star Phone Charm,Clear,165.34,209,25,1.08,7.41,0.0008
84984D,Oriental Red C/Cover,Oriental,165.11,27,11,7.97,0.0,0.0008
23694,Paisley Park Card,Paisley,165.08,376,41,0.59,0.0,0.0008
90018B,Gold M.O.P Orbit Drop Earrings,Gold,164.62,39,31,4.22,0.0,0.0008
84531B,Blue Knitted Egg Cosy,Blue,164.01,194,42,1.17,0.0,0.0008
84510C,Set Of 4 Polkadots Coasters,Set,164.0,122,40,1.56,0.0,0.0008
85024C,Pink Small Jewelled Photoframe,Pink,163.35,99,42,1.65,2.17,0.0008
85232b,Set/3 Russian Doll Stacking Tins,Set/3,162.94,16,14,10.19,0.0,0.0008
22874,Number Tile Cottage Garden 6,Number,162.82,70,26,2.84,0.0,0.0008
16202E,Black Photo Album,Black,162.73,82,14,3.4,6.67,0.0008
90039D,Fire Polished Glass Bracelet Green,Fire,162.66,43,24,3.8,0.0,0.0008
90214C,"Letter ""C"" Bling Key Ring",Letter,162.53,165,69,1.02,1.43,0.0008
90162B,Ant Silver Lime Green Boudicca Ring,Ant,162.25000000000003,55,20,2.95,4.76,0.0008
20693,Floral Dinosaur Green,Floral,161.89000000000001,33,18,5.21,5.26,0.0008
90190C,Silver/Amethyst Drop Earrings Leaf,Silver/Amethyst,161.82,55,36,2.94,0.0,0.0008
90129D,Amber Glass Tassle Bag Charm,Amber,161.57000000000002,67,34,2.15,0.0,0.0008
90214J,"Letter ""J"" Bling Key Ring",Letter,161.47,157,88,1.05,1.12,0.0008
90042A,Freshwater Pearl Bracelet Gold,Freshwater,160.79,63,33,2.55,0.0,0.0008
90123C,Green Heart Of Glass Bracelet,Green,160.75,27,12,5.96,0.0,0.0008
21353,Silver Sleighbell  Wreath,Silver,160.45,19,9,8.99,0.0,0.0008
84599,Candy Stripe Rose Floor Cushion,Candy,160.15,15,6,12.04,0.0,0.0008
37479P,Cubic Mug Flock Pink On Brown,Cubic,160.08,170,34,2.25,0.0,0.0008
23305,Set 4 Picnic Cutlery Blueberry,Set,159.9,82,9,1.95,0.0,0.0008
23545,Wrap Red Doiley,Wrap,159.6,380,16,0.42,0.0,0.0008
22645,Ceramic Heart Cake Money Bank,Ceramic,159.6,120,5,1.41,2.1,0.0008
37379A,Pink Cherry Blossom Cup & Saucer,Pink,159.2,41,16,8.0,5.88,0.0008
16054,Popart Rect Pencil Sharpener Asst,Popart,159.0,1210,39,0.17,2.5,0.0008
85166A,White Metal Baroque Photo Frame,White,158.9,77,12,4.68,7.69,0.0008
90048,Green With Metal Bag Charm,Green,158.89000000000001,31,8,5.63,11.11,0.0008
22864,Mug And Coaster Set Red Circles,Mug,158.76,378,2,0.42,0.0,0.0008
90214K,"Letter ""K"" Bling Key Ring",Letter,158.4,154,83,1.12,1.19,0.0008
16012,Food/Drink Spunge Stickers,Food/Drink,158.19,759,20,0.21,0.0,0.0008
48175,Door Mat Camouflage,Door,158.04,39,2,5.02,0.0,0.0008
22853,Enamel Cat Bowl Cream,Enamel,157.8,52,3,3.15,0.68,0.0008
84927A,Wake Up Cockerel Tile Hook,Wake,157.61,226,33,2.22,10.81,0.0008
21489,Blue White Scarf Hot Water Bottle,Blue,157.60000000000002,28,14,5.96,0.0,0.0008
16156L,Wrap Carousel,Wrap,157.5,375,14,0.42,0.0,0.0008
23417,Bathroom Hook,Bathroom,157.5,146,27,1.6,0.0,0.0008
90059A,Diamante Hair Grip Pack/2 Crystal,Diamante,156.98,94,48,1.67,2.04,0.0008
22868,Number Tile Cottage Garden 0,Number,156.97,67,24,3.05,0.0,0.0008
22886,Number Tile Vintage Font 7,Number,156.8,90,28,2.94,0.0,0.0008
23468,Tuscan Villa Bird Table,Tuscan,156.75,19,11,8.25,0.0,0.0008
72140E,Best Dad Candle Letters,Best,156.72,218,29,0.89,3.33,0.0008
17178,Flat Palm T-Light Holder,Flat,156.65,133,24,1.23,0.0,0.0008
46138B,Blue Chenille Shaggy Cushion Cover,Blue,156.29,71,25,2.68,7.41,0.0008
84914A,Pink Rose Picnic Rug,Pink,155.7,6,5,25.95,0.0,0.0008
90183A,Amber Drop Earrings W Long Beads,Amber,155.65,53,31,2.93,3.12,0.0008
20664,Tropical Holiday Purse,Tropical,155.41,57,31,2.71,0.0,0.0008
22875,Number Tile Cottage Garden 7,Number,154.94,66,27,2.84,0.0,0.0008
72351a,Set/6 Turquoise Butterfly T-Lights,Set/6,154.89,37,28,4.18,0.0,0.0008
90065B,Black Vint Art Dec Crystal Bracelet,Black,154.87,22,16,7.0,0.0,0.0008
90123B,Turquoise Heart Of Glass Bracelet,Turquoise,154.69,26,13,5.95,0.0,0.0008
22587,"Feltcraft Hairband, S/2, Red/Blue",Feltcraft,154.68,204,6,0.83,0.0,0.0008
23496,Pantry Kitchen Thermometer,Pantry,154.52,112,31,1.56,0.0,0.0008
22877,Number Tile Cottage Garden 9,Number,154.32999999999998,69,23,2.62,6.67,0.0008
23196,Retro Leaves Magnetic Notepad,Retro,154.08999999999997,105,19,1.54,0.98,0.0008
37342,Spotty Coffee Cup & Saucer,Spotty,153.78,40,14,4.66,2.22,0.0008
47369B,Blue Green Embroidery Cosmetic Bag,Blue,153.18,54,29,3.19,0.0,0.0007
47518F,Icon Placemat Pop Art Elvis,Icon,153.14,903,34,0.41,0.0,0.0007
79192A,Retro Plastic 70'S Tray,Retro,152.64,114,35,1.43,2.78,0.0007
84622,Pink Gingham Rose Cushion Cover,Pink,152.6,23,9,7.7,10.0,0.0007
23484,Heart Trellistriple T-Light Holder,Heart,152.24,56,5,2.81,0.0,0.0007
22873,Number Tile Cottage Garden 5,Number,151.35,63,28,2.97,0.0,0.0007
90030C,Brown Kukui Coconut Seed Necklace,Brown,151.3,87,16,3.47,0.0,0.0007
22536,Magic Drawing Slate Fido,Magic,151.2,360,8,0.42,0.53,0.0007
20952,Porcelain Cherub Bell Small,Porcelain,150.72,329,24,0.68,7.69,0.0007
84989a,75 Green Fairy Cake Cases,75,150.57,74,41,2.02,0.0,0.0007
79161A,St George Set Of 10 Party Lights,St,150.45000000000002,51,16,2.95,0.0,0.0007
17107D,Flower Fairy 5 Drawer Liners,Flower,150.45,59,20,2.55,1.12,0.0007
90042C,Freshwater Pearl Bracelet Ivory,Freshwater,150.21,59,26,2.54,0.0,0.0007
84228,Hen House W Chick Standing,Hen,150.19,340,43,0.64,2.13,0.0007
23254,Kids Cutlery Dolly Girl,Kids,149.4,36,8,4.15,2.59,0.0007
23256,Kids Cutlery Spaceboy,Kids,149.4,36,8,4.15,2.11,0.0007
17108D,Flower Fairy Summer Bouquet Sachet,Flower,149.1,355,23,0.42,0.0,0.0007
90040D,Murano Style Glass Bracelet Pink,Murano,148.87,41,25,3.71,0.0,0.0007
23465,Tuscan Villa Bird Feeder,Tuscan,148.63,17,9,9.18,0.0,0.0007
71496A,A4 Wall Tidy Blue Office,A4,148.01000000000002,244,17,1.05,0.0,0.0007
35980C,Redwhite Stripe Scandinavian Heart,Redwhite,147.64,377,29,0.46,3.33,0.0007
84720,Dot Matrix Canvas Art Picture,Dot,147.05,35,3,6.88,0.0,0.0007
90040C,Murano Style Glass Bracelet Gold,Murano,146.75,41,21,3.64,4.55,0.0007
84527,Flames Sunglasses Pink Lenses,Flames,146.10999999999999,77,22,2.12,0.0,0.0007
23292,Space Boy Childrens Cup,Space,145.76,131,6,1.42,2.62,0.0007
90016C,Silver/Black Pendant Orbit Necklace,Silver/Black,144.07,17,14,8.47,0.0,0.0007
35610B,Black Christmas Flock Droplet,Black,144.07,179,13,1.13,0.0,0.0007
79191D,Retro Plastic Daisy Tray,Retro,143.87,138,56,1.21,3.45,0.0007
90036B,"Flower Glass Garland Neckl.36""Green",Flower,143.1,18,10,7.95,0.0,0.0007
22876,Number Tile Cottage Garden 8,Number,143.02,62,21,3.0,0.0,0.0007
22887,Number Tile Vintage Font 8,Number,143.0,84,27,2.98,0.0,0.0007
10120,Doggy Rubber,Doggy,142.74,664,73,0.24,1.35,0.0007
84874B,Blue Travel First Aid Kit,Blue,141.76,86,36,1.65,0.0,0.0007
90202D,Pink Enamel Flower Hair Tie,Pink,141.49,48,24,2.94,4.0,0.0007
72740A,Large Strawberry Chocolate Candle,Large,141.23,65,12,3.86,0.0,0.0007
47590b,Pink Happy Birthday Bunting,Pink,140.5,13,10,10.81,0.0,0.0007
47369A,Pink Green Embroidery Cosmetic Bag,Pink,140.4,48,25,3.05,0.0,0.0007
84617,New Baroque Black Boxes,New,140.25,11,7,12.75,0.0,0.0007
84765,Silver Rococo Candelabra,Silver,140.23,9,6,17.0,14.29,0.0007
90212B,Jet Black Las Vegas Bracelet Round,Jet,140.07,37,28,3.8,0.0,0.0007
78026,Seagrass S/3 Squ Laundry Box,Seagrass,139.95,12,2,19.98,0.0,0.0007
90214M,"Letter ""M"" Bling Key Ring",Letter,139.82,138,64,1.09,0.0,0.0007
23306,Set Of 36 Pantry Paper Doilies,Set,139.78,67,33,2.31,0.71,0.0007
22869,"Number Tile Cottage Garden, 1",Number,139.69,67,11,2.77,1.72,0.0007
23091,Metal Herb Gerden Container,Metal,139.68,24,5,6.08,1.87,0.0007
90022,Edwardian Drop Earrings Jet Black,Edwardian,139.67,37,32,3.78,5.88,0.0007
47592A,Carousel Childrens Overall,Carousel,139.56,74,27,1.73,0.0,0.0007
90199A,5 Strand Glass Necklace Black,5,139.5,22,16,6.34,5.88,0.0007
23463,Vintage Zinc Watering Can,Vintage,139.39999999999998,13,8,11.21,0.0,0.0007
90214E,"Letter ""E"" Bling Key Ring",Letter,139.28,142,67,1.07,1.47,0.0007
90199D,5 Strand Glass Necklace Amber,5,139.28,22,16,6.32,0.0,0.0007
22195,Heart Measuring Spoons Large,Heart,138.59999999999997,84,5,1.65,0.6,0.0007
23304,Set 4 Picnic Cutlery Cherry,Set,138.45,71,9,1.95,0.0,0.0007
72754B,F Fairy Potpourri Cushions Lavender,F,137.54,170,8,1.17,0.0,0.0007
35816P,"Acrylic Jewel Angel,Pink",Acrylic,137.43,297,9,1.14,0.0,0.0007
90156,Resin Bracelet W Pastel Beads,Resin,137.37,25,14,5.92,0.0,0.0007
47593A,Carousel Ponies Baby Bib,Carousel,137.27,139,44,0.92,0.0,0.0007
84549,Crochet White Rabbit Keyring,Crochet,137.26999999999998,75,16,2.37,0.0,0.0007
84709A,Silver Oval Jewelled Mirror,Silver,136.85,23,13,5.95,0.0,0.0007
S,Samples,Samples,136.85,3,3,45.62,97.03,0.0007
37330,Big Polkadot Mug,Big,136.76,80,7,2.33,9.68,0.0007
35824P,"Hanging Flowers+Mirror,Pink",Hanging,136.44,324,3,0.75,0.0,0.0007
90151,Silver/Natural Shell Necklace,Silver/Natural,136.17000000000002,16,9,8.52,0.0,0.0007
90024E,New Baroque B'Fly Necklace Montana,New,135.98,16,11,8.5,0.0,0.0007
21004,Rose Du Sud Childrens Apron,Rose,135.93,31,18,4.48,0.0,0.0007
90194,Silver Lariat Black Stone Earrings,Silver,135.84,32,21,4.24,0.0,0.0007
90038A,Glass And Painted Beads Bracelet To,Glass,135.8,36,22,3.79,0.0,0.0007
90177D,Drop Diamante Earrings Purple,Drop,135.76000000000002,46,25,2.95,3.85,0.0007
17011D,Origami Rose Incense+Flower,Origami,135.7,209,4,1.84,0.0,0.0007
77079,Dolphin Windmill,Dolphin,135.68,64,12,2.12,0.0,0.0007
90208,Pair Of Pink Flower Cluster Slide,Pair,135.24,54,38,2.5,1.45,0.0007
85132a,Charlie + Lola Biscuits Tins,Charlie,135.13,10,10,13.51,0.0,0.0007
90002A,Flower Burst Silver Ring Opal,Flower,135.0,36,14,3.75,0.0,0.0007
72134,Columbian  Cube Candle,Columbian,134.85,339,29,0.9,0.0,0.0007
16020C,Clear Stationery Box Set,Clear,134.5,160,39,0.84,0.0,0.0007
35015,Jacobs Ladder Small,Jacobs,134.08,2072,39,0.09,0.0,0.0007
22241,"Garland , Wooden  "" Happy Easter""",Garland,133.89,105,11,1.49,1.03,0.0007
84555A,Yellow Vw Beetle Ceramic Money Box,Yellow,133.85000000000002,47,16,2.93,0.0,0.0007
35609A,Pink Feather Christmas Decoration,Pink,133.23,447,24,0.82,0.0,0.0007
46137D,Green Chenille Shaggy Rug,Green,132.75,45,4,2.95,0.0,0.0006
90190B,Gold/Amber Drop Earrings W Leaf,Gold/Amber,132.58,45,15,2.94,0.0,0.0006
90137,Pink Combo Mini Crystals Necklace,Pink,132.52,26,15,5.2,0.0,0.0006
23066,Small Jewellery Stand,Small,132.0,16,6,8.25,1.16,0.0006
45013,Folding Shoe Tidy,Folding,132.0,48,8,2.9,0.0,0.0006
23081,Green Metal Box Top Secret,Green,132.0,16,4,8.25,2.11,0.0006
90023,Filigree Diamante Earrings,Filigree,131.74,31,21,4.25,0.0,0.0006
90165B,White Rosebud  Pearl Earrings,White,131.65,52,35,2.52,0.0,0.0006
35933,Pink Stocking Christmas Decoration,Pink,131.38,319,28,0.7,0.0,0.0006
90101,White Frangipani Necklace,White,131.16,52,29,2.52,3.33,0.0006
84656,White Rose C/Cover,White,130.9,22,13,5.95,0.0,0.0006
22888,Number Tile Vintage Font 9,Number,130.82999999999998,79,23,3.06,0.0,0.0006
16119,Funky Girl Address Book,Funky,130.71,273,8,1.03,0.0,0.0006
84925E,Flowers Wall Thermometer,Flowers,130.05,75,3,2.27,0.0,0.0006
20899,Vintage Notebook Red Rose,Vintage,129.8,44,12,2.95,0.0,0.0006
90099,Necklace+Bracelet Set Blue Hibiscus,Necklace+Bracelet,129.69,42,25,3.25,0.0,0.0006
90190A,Silver/Crystal Drop Earrings W Leaf,Silver/Crystal,129.59,44,31,2.94,0.0,0.0006
10080,Groovy Cactus Inflatable,Groovy,129.29,315,27,0.5,0.0,0.0006
85160a,White Bird Garden Design Mug,White,129.04,8,3,16.13,0.0,0.0006
84858A,Natural Riviera Handbag,Natural,128.83,53,8,6.14,0.0,0.0006
90181A,Amber Glass/Shell/Pearl Necklace,Amber,128.64,14,14,9.19,0.0,0.0006
22848,"Bread Bin, Diner Style, Pink",Bread,127.6,8,3,16.28,6.21,0.0006
84251G,"Greeting Card, Overcrowded Pool.",Greeting,127.55999999999999,472,91,0.45,0.0,0.0006
90024D,New Baroque B'Fly Necklace Pink,New,127.5,15,13,8.5,0.0,0.0006
84782B,Black 3 Tier Glass Plate Stand,Black,127.5,10,6,12.75,0.0,0.0006
85018C,S/6 Paper Boxes Curious Images,S/6,127.2,36,4,4.04,0.0,0.0006
85014a,Black/Blue Dots Ruffled Umbrella,Black/Blue,127.2,10,9,12.72,0.0,0.0006
16168S,Funky Monkey Gift Bag Small,Funky,126.82999999999998,1283,11,0.31,0.0,0.0006
23303,Set 4 Picnic Cutlery Fondant,Set,126.75,65,6,1.95,0.0,0.0006
84559D,3D Sheet Of Sea World Stickers,3D,126.71,147,31,0.91,0.0,0.0006
23020,Glass Songbird Storage Jar,Glass,126.7,11,3,12.05,7.32,0.0006
84367,La Strega Canvas Picture,La,126.29999999999998,74,8,2.17,0.0,0.0006
82607E,Glass Bonbon Jar. D'Amandes,Glass,126.25,101,25,1.25,3.7,0.0006
gift_0001_10,Dotcomgiftshop Gift Voucher Â£10.00,Dotcomgiftshop,126.21,15,14,8.42,0.0,0.0006
90174,Butterfly Hair Band,Butterfly,126.12,50,32,2.52,5.88,0.0006
90108,Blue Blossom Hair Clip,Blue,125.83,109,21,1.59,4.55,0.0006
23578,Snack Tray Red Gingham,Snack,125.72,60,14,2.42,0.0,0.0006
90138,White/Pink Mini Crystals Necklace,White/Pink,125.64,24,17,5.32,0.0,0.0006
47592B,Scotties Design Child'S Overall,Scotties,125.6,64,28,1.93,0.0,0.0006
84968a,Set Of 16 Vintage Rose Cutlery,Set,125.32999999999998,5,3,25.14,0.0,0.0006
84558a,3D Dog Picture Playing Cards,3D,125.17,21,19,5.95,0.0,0.0006
23065,Large Jewellery Stand,Large,125.0,10,4,12.5,1.0,0.0006
84614A,Pink Baroque Flock Candle Holder,Pink,124.83,17,10,7.73,9.09,0.0006
90002C,Flower Burst Silver Ring Midn'T Blu,Flower,124.38,33,19,3.78,5.0,0.0006
90162C,Ant Silver Fuschia Boudicca Ring,Ant,123.90000000000002,42,16,2.95,0.0,0.0006
22359,"Glass Jar, Kings Choice Soap",Glass,123.9,42,8,2.95,6.48,0.0006
85185B,Pink Horse Sock Puppet Kit,Pink,123.9,42,14,2.95,0.53,0.0006
90168,2 Daisies Hair Comb,2,123.76,42,24,2.94,4.0,0.0006
17191A,Rose Flower Candle+Incense 16X16Cm,Rose,123.75,33,12,3.75,0.0,0.0006
20816,Gold Flower Cushion Cover,Gold,123.6,24,7,5.38,12.5,0.0006
22850,Bread Bin Diner Style Black,Bread,123.6,8,1,15.95,50.0,0.0006
23477,Woodland Large Blue Felt Heart,Woodland,123.47,92,13,1.72,0.0,0.0006
23454,Set Of 3 Mini Hanging Portraits,Set,123.2,32,2,3.95,1.79,0.0006
23457,Large Parlour Frame,Large,122.85,27,2,4.72,0.0,0.0006
72133,Columbian Candle Rectangle,Columbian,122.63,109,31,1.33,0.0,0.0006
22832,Sweetheart Wire Wall Tidy,Sweetheart,122.6,12,3,10.48,5.56,0.0006
21228,"Pocket Mirror ""Glamorous""",Pocket,122.57,97,31,1.29,0.0,0.0006
85190,Pink Flower Hanging Heart,Pink,122.46,138,17,1.15,5.56,0.0006
79308B,Mosaic Candle Dish Blue Purple,Mosaic,122.4,144,2,0.85,0.0,0.0006
90205C,Large Crystal Diamante Hairslide,Large,122.31,78,24,1.66,0.0,0.0006
44242B,Pink Feathers Curtain,Pink,121.53,109,9,1.15,0.0,0.0006
79532,Mosaic Glass Ball Candleholder,Mosaic,121.25,97,18,1.25,5.26,0.0006
84199,Glow In Dark Dolphins,Glow,121.08,554,69,0.22,1.37,0.0006
22535,Magic Slate Bunnies At Home,Magic,120.96000000000001,288,6,0.42,0.99,0.0006
22536,Magic Slate Fido,Magic,120.96000000000001,288,6,0.42,0.53,0.0006
22534,Magic Slate Spaceboy,Magic,120.96000000000001,288,6,0.42,0.83,0.0006
90003E,Green Pair Heart Hair Slides,Green,120.31,32,22,3.77,4.35,0.0006
23467,Vintage Zinc Planter,Vintage,120.08,32,11,4.37,0.0,0.0006
23438,Gift Bag Large Spot,Gift,120.0,96,6,1.25,0.0,0.0006
84509F,New England Placemats,New,120.0,32,10,3.75,0.0,0.0006
23209,Lunch Bag Vintage Doiley,Lunch,119.63,71,5,2.15,0.98,0.0006
84886,Blue Metal Wall Shelf,Blue,119.39999999999999,12,9,9.95,0.0,0.0006
84288B,Set/2 Blue  Noodle Baskets,Set/2,118.95,61,24,1.95,4.0,0.0006
23359,Set Of 12 T-Lights Vintage Doiley,Set,118.94999999999999,61,6,1.95,0.0,0.0006
23280,Folding Mirror Hot Pink,Folding,118.92000000000002,156,5,0.81,0.63,0.0006
22972,Childrens Spaceboy Mug,Childrens,118.79999999999998,72,5,1.65,3.17,0.0006
90018C,Silver Black Orbit Drop Earrings,Silver,118.51,28,20,4.23,4.76,0.0006
35607A,Pink Fluffy Christmas Decoration,Pink,118.43,554,31,0.33,0.0,0.0006
20887,Box Of 6 Pebble Candles,Box,118.39,18,8,5.62,0.0,0.0006
90139,Flower Brooch 4 Assorted Colours,Flower,118.24000000000001,23,18,5.15,0.0,0.0006
84510E,Set Of 4 Green Carousel Coasters,Set,117.77,148,28,1.81,0.0,0.0006
22877,"Number Tile Cottage Garden, 9",Number,117.30999999999999,59,5,2.4,6.67,0.0006
35824C,"Hanging Flowers+Mirror,Clear",Hanging,117.05,235,8,0.94,0.0,0.0006
22879,Number Tile Vintage Font 0,Number,117.04,74,20,3.02,0.0,0.0006
23244,Storage Tin Vintage Leaf,Storage,117.0,60,7,1.95,4.27,0.0006
72038P,Price'S Candle Peach,Price'S,116.5,1050,9,0.15,10.0,0.0006
16206B,Red Purse With Pink Heart,Red,116.4,96,16,1.23,0.0,0.0006
84751B,Black Medium Glass Cake Stand,Black,115.86,38,19,3.01,9.09,0.0006
20896,Vintage Notebook Pink Flower,Vintage,115.05000000000001,39,14,2.95,0.0,0.0006
20848,Zinc Heart Lattice Charger Small,Zinc,115.05000000000001,39,12,2.95,0.0,0.0006
84462,3 Pink Hen+Chicks In Basket,3,114.86,100,14,1.33,0.0,0.0006
23185,French Style Storage Jar Jam,French,114.85,317,30,0.35,3.12,0.0006
20698,Little Pink Monster Soft Toy,Little,114.44999999999999,47,21,2.51,0.0,0.0006
23151,Zinc Sweetheart Soap Dish,Zinc,114.33000000000001,61,21,2.24,0.0,0.0006
84509c,Set Of 4 Dotty Placemats,Set,114.3,15,11,7.62,0.0,0.0006
90049,Ivory Gold Metal Bag Charm,Ivory,114.24,20,6,7.49,14.29,0.0006
23535,Wall Art Bicycle Saftey,Wall,114.15,21,3,5.75,0.46,0.0006
90030A,Spotted White Natural Seed Necklace,Spotted,113.76,79,10,2.5,0.0,0.0006
84510c,Set Of 4 Polkadot Coasters,Set,113.75999999999999,46,26,2.47,0.0,0.0006
22875,"Number Tile Cottage Garden, 7",Number,113.41,57,3,2.7,0.0,0.0006
22870,"Number Tile Cottage Garden, 2",Number,113.40999999999998,57,3,2.7,0.0,0.0006
22868,"Number Tile Cottage Garden, 0",Number,113.40999999999998,57,3,2.7,0.0,0.0006
84705B,Fairy Cakes Photo Frame,Fairy,113.27,84,3,4.01,0.0,0.0006
84249A,"Greeting Card,Square, Doughnuts",Greeting,113.22,252,34,0.61,0.0,0.0006
90179C,Black Fine Bead Necklace W Tassel,Black,112.78,19,16,5.93,5.88,0.0006
21089,Set/6 Green Spring Paper Cups,Set/6,112.54,323,40,0.5,0.0,0.0005
44236,Pink/Purple Circle Curtain,Pink/Purple,112.32000000000001,64,12,2.87,0.0,0.0005
71510,Square Metal Candleholder Base,Square,112.05,177,17,0.79,0.0,0.0005
35916A,Yellow Felt Hanging Heart W Flower,Yellow,112.03999999999999,129,44,1.02,0.0,0.0005
71495B,Cd Wall Tidy Red Flowers,Cd,111.57000000000001,294,18,0.54,0.0,0.0005
35966,Folkart Christmas Tree T-Light Hold,Folkart,111.34,255,26,0.68,0.0,0.0005
10138,Assorted Colour Jumbo Pen,Assorted,111.22,261,21,0.48,16.0,0.0005
22873,"Number Tile Cottage Garden, 5",Number,111.14999999999999,57,3,1.95,0.0,0.0005
84493,Blue/Pink Nest Stripe Box,Blue/Pink,111.12,1142,5,1.56,16.67,0.0005
90103,Purple Frangipani Necklace,Purple,110.85,44,30,2.52,0.0,0.0005
82069,Beech Wood P/Frame,Beech,109.85,17,11,6.28,0.0,0.0005
22876,"Number Tile Cottage Garden, 8",Number,109.19999999999999,56,2,1.95,0.0,0.0005
22874,"Number Tile Cottage Garden, 6",Number,109.19999999999999,56,2,1.95,0.0,0.0005
22871,"Number Tile Cottage Garden, 3",Number,109.19999999999999,56,2,1.95,0.0,0.0005
22872,"Number Tile Cottage Garden, 4",Number,109.19999999999999,56,2,1.95,0.0,0.0005
85185F,Lion Sock Puppet,Lion,109.15,37,19,2.95,0.0,0.0005
84247H,Pack/12 Decoupage Card,Pack/12,109.13000000000001,42,20,2.32,4.76,0.0005
90177C,Drop Diamante Earrings Crystal,Drop,109.03,37,24,2.95,4.0,0.0005
90071,Ruby Glass Cluster Earrings,Ruby,108.99,87,73,1.25,0.0,0.0005
20667,Cherry Blossom Purse,Cherry,108.69,40,24,2.64,0.0,0.0005
90104,Purple Frangipani Hairclip,Purple,108.11,129,49,0.83,0.0,0.0005
23041,Paper Lantern 6 Point Snow Star,Paper,107.9,26,6,4.15,1.82,0.0005
72753C,S/3 Flwr Fairy Rose Candles,S/3,107.68,43,6,4.02,0.0,0.0005
90118,Pink Daisy Bag Charm,Pink,107.39,42,29,2.58,3.33,0.0005
35840,Flat Glass  Bauble White Flock,Flat,107.13,45,11,3.76,8.33,0.0005
23626,Set 10 Cards Dinky Tree 17076,Set,107.07000000000001,43,16,2.49,0.0,0.0005
23455,Small Parlour Frame,Small,106.98000000000002,42,2,2.69,0.0,0.0005
90059D,Diamante Hair Grip Pack/2 Peridot,Diamante,106.74,64,40,1.68,2.44,0.0005
84562B,Blue/White Ribbed Melamine Jug,Blue/White,106.59,10,7,10.53,0.0,0.0005
48103,Doormat Kiss My.......,Doormat,106.58,22,2,6.04,0.0,0.0005
35096B,Red Victorian Fabric Heart Box,Red,106.49000000000001,293,25,0.47,0.0,0.0005
90165A,Pink Rosebud Pearl Earrings,Pink,106.49,42,27,2.52,0.0,0.0005
22445,Pencil Case Gingham Forest,Pencil,106.20000000000002,36,4,2.95,0.0,0.0005
84867A,Pink Baby Girls Photo Album,Pink,105.82000000000001,16,4,8.36,0.0,0.0005
90051,Cracked Glaze Necklace Red,Cracked,105.72,15,11,7.06,0.0,0.0005
35610A,Pink Christmas Flock Droplet,Pink,105.43,143,12,1.54,0.0,0.0005
84458,S/3 Rabbit Flower/Egg/Carrot Rope,S/3,105.39999999999999,124,20,0.85,0.0,0.0005
22433,Watering Can Pink Bunny,Watering,105.3,54,5,1.95,0.93,0.0005
17090D,Vanilla Incense 40 Cones In Tin,Vanilla,105.2,88,28,1.24,0.0,0.0005
23574,Packing Charge,Packing,105.0,14,14,7.5,12.5,0.0005
16169D,Wrap Winter Forest,Wrap,105.0,250,9,0.42,0.0,0.0005
90141A,Green Pendant Triple Shell Necklace,Green,104.95,20,17,5.3,0.0,0.0005
90079,Vintage Enamel & Crystal Necklace,Vintage,104.77,21,13,5.01,0.0,0.0005
21118,Shopping Bag Doorstop,Shopping,104.25,69,7,2.54,0.0,0.0005
21337,Silver Washbag,Silver,103.53000000000002,33,12,3.46,0.0,0.0005
72801c,4 Rose Pink Dinner Candles,4,103.47,42,26,2.46,0.0,0.0005
35910A,Multicolour Easter Rabbit,Multicolour,103.35,53,13,1.95,0.0,0.0005
84679,Classical Rose Table Lamp,Classical,103.3,14,4,8.95,20.0,0.0005
35594,Wooden Christmas Tree 3 Hanging,Wooden,103.06,165,39,1.0,2.5,0.0005
84613A,Pink New Baroque Flock Candlestick,Pink,102.3,22,10,4.65,9.09,0.0005
84968e,S/16 Vintage Black Cutlery,S/16,101.96,4,4,25.49,0.0,0.0005
90125C,Turquoise Bertie Glass Bead Charm,Turquoise,101.35,92,10,1.66,0.0,0.0005
72369A,Pink Clear Glass Candle Plate,Pink,101.28999999999999,67,14,1.75,0.0,0.0005
16248B,Blue Hole Punch,Blue,101.25,81,12,1.25,0.0,0.0005
84921,Cream And Pink Flowers Pony,Cream,101.25,27,14,3.75,0.0,0.0005
85050,French Enamel Soap Dish With Lid,French,100.8,48,1,2.1,0.0,0.0005
72821,Cupid Scented Candle In Glass,Cupid,100.64999999999999,61,14,1.65,6.25,0.0005
75172,Painted Sea Shell Metal Windchime,Painted,100.31,97,11,2.14,0.0,0.0005
78027,Seagrass S/2 Corner Laundry,Seagrass,100.15,6,5,18.03,0.0,0.0005
23611,Set 10 Cards Red Riding Hood 17214,Set,99.60000000000001,40,16,2.49,0.0,0.0005
23464,Vintage Zinc Watering Can Small,Vintage,99.2,18,8,6.21,0.0,0.0005
37471,Multicolour Dots Plate,Multicolour,99.02,692,6,4.69,9.09,0.0005
22736,"Ribbon Reel, Making Snowmen",Ribbon,99.0,60,5,1.65,0.72,0.0005
